Date,Status,FullName
2024-03-19 02:50:02,Active,Anup Mehta
2024-03-17 20:05:35,Active,Debarag Banerjee
2024-03-09 22:36:41,Unfollow,Iris  Shiplack
2024-03-02 03:51:59,Active,Nik Spirin
2024-02-28 04:20:10,Active,🚀 Navicstein Chinemerem
2024-02-25 21:45:54,Active,James Robert (JR) Lay
2024-02-12 20:26:57,Active,Sergei Mosunov
2024-02-12 20:24:14,Active,Daria Kuk
2024-02-09 19:33:33,Active,Melissa Spatafora
2024-02-02 03:04:34,Active,Luba Lesiva
2024-02-01 19:37:27,Active,Anshul Shah
2024-01-11 22:32:44,Active,Ilia Zintchenko
2023-12-20 21:12:25,Active,Daniel Herrera
2023-12-15 21:33:56,Active,Jim Fan
2023-12-05 20:43:53,Active,Karthik Ramachandran
2023-12-05 20:43:13,Active,Nenshad Bardoliwalla
2023-12-01 02:22:46,Active,Ethan Mollick
2023-12-01 01:43:05,Active,Ariel Camino
2023-11-29 23:52:30,Active,Nicolas Bustamante
2023-11-27 03:40:19,Active,Silvio Palumbo
2023-11-27 03:40:00,Active,Neil Pardasani
2023-11-27 03:36:19,Active,Robert Hosay
2023-11-27 03:32:44,Active,Louis Lehot
2023-11-22 06:47:34,Active,Bret Taylor
2023-11-18 02:15:41,Active,Wojciech Zaremba
2023-11-18 02:09:51,Active,Shivon Zilis
2023-11-18 02:07:36,Active,Matt Mochary
2023-11-18 01:57:53,Active,Reid Hoffman
2023-11-18 01:44:08,Active,Dewey Murdick
2023-11-18 01:43:52,Active,Helen Toner
2023-11-07 16:03:45,Active,Joe Maxwell
2023-11-06 19:07:26,Active,Jack Forestell
2023-11-06 18:42:17,Active,Jessica Shieh
2023-11-06 17:16:42,Active,Chris Donnelly
2023-11-06 17:06:31,Active,Alexandr Wang
2023-11-06 17:04:50,Active,Henrique Dubugras
2023-10-27 19:16:59,Active,George Mathew
2023-10-27 19:15:34,Active,Nand Mulchandani
2023-10-27 19:15:26,Active,Marco Argenti
2023-10-27 19:15:01,Active,Samantha Stokes
2023-10-27 14:32:07,Active,Karim Bhalwani
2023-10-03 14:55:19,Active,"Sebastian Raschka, PhD"
2023-09-29 23:32:37,Active,Neesha A. Tambe
2023-09-29 00:43:15,Active,Matt Oguz
2023-09-25 19:00:17,Active,Christopher Swift
2023-09-22 04:27:22,Unfollow,Matt Ewart
2023-09-22 03:00:04,Active,Anna Piñol
2023-09-20 21:16:50,Active,Kyle Vogt
2023-09-20 19:09:40,Active,Sandhya Hegde
2023-09-20 18:21:00,Active,Thomas Kurian
2023-09-20 03:24:58,Active,Charles Pelletier-Gagné
2023-09-20 02:33:02,Active,May Wang
2023-09-20 02:31:29,Active,Aaron Sisto
2023-09-14 02:04:58,Active,Trevor Townsend
2023-09-13 23:29:25,Active,Daniela Amodei
2023-09-13 23:29:01,Active,Jack Clark
2023-09-13 23:28:50,Active,Tom Brown
2023-09-13 23:28:35,Active,Jared Kaplan
2023-09-13 23:28:25,Active,Sam McCandlish
2023-09-13 23:27:30,Active,Dario Amodei
2023-09-12 19:08:22,Active,Javier Morales O
2023-08-31 19:43:43,Active,Karandeep Anand
2023-08-04 17:16:06,Active,Adeline Kim
2023-08-02 00:11:12,Active,Dheeraj Joshi
2023-07-20 19:11:13,Active,Elana Gold
2023-07-14 20:03:08,Active,Antonio Key
2023-07-10 20:44:46,Active,Sam Marchant
2023-06-20 21:26:05,Active,Glenn Beckmann
2023-06-12 23:26:18,Active,Sergei Burkov
2023-06-11 00:59:33,Active,Kate Fitzgerald
2023-06-08 18:40:59,Active,Erik Torenberg
2023-06-07 19:14:21,Active,Claudia Raigoza
2023-06-06 15:13:02,Active,Jordan 🐆 Lawrence
2023-05-31 21:11:13,Active,Andrew Harrison
2023-05-26 17:50:17,Active,Medha Agarwal
2023-05-24 16:44:05,Active,Mike Pegg
2023-05-21 23:16:37,Active,Lex Fridman
2023-05-18 15:51:18,Active,Erick Page-Littleford
2023-05-12 03:38:01,Active,Marianna Janssen
2023-05-12 01:17:49,Active,Allissa Kline
2023-05-10 04:58:00,Active,Ora Levit
2023-05-08 16:05:30,Active,Christina Hutchinson
2023-04-26 22:44:02,Active,Amanda Swoverland
2023-04-25 18:34:59,Active,Stephane Nasser
2023-04-25 18:34:29,Active,James Green
2023-04-25 17:07:07,Active,Darlene Newman
2023-04-22 22:54:14,Active,Ben Shen
2023-04-11 16:59:01,Active,Vikram Modi
2023-04-11 15:23:34,Active,Kelvin Mu
2023-04-06 02:26:48,Active,Dina Ghobrial
2023-04-06 02:04:08,Active,Kyra Durko
2023-04-05 20:08:50,Active,Daryle Whyte
2023-04-04 17:27:57,Active,Harry Stebbings
2023-03-23 17:05:05,Active,João Ferrão dos Santos
2023-03-20 00:45:05,Active,Satya Nadella
2023-03-16 05:32:28,Active,Ahon Sarkar
2023-03-10 15:50:33,Active,Jeremy Solomon
2023-03-09 21:48:51,Active,Moishe  Mana
2023-03-03 18:38:39,Active,Rocio Wu Dianoux
2023-02-27 18:20:17,Active,Jane Fraser
2023-02-01 00:00:42,Active,Michael Miebach
2023-01-06 18:50:52,Active,"Tzvi Wertheimer, MHC, MSEd"
2022-12-22 01:10:09,Active,Nichole Wischoff
2022-12-19 19:56:06,Active,Julie Kleffel
2022-12-12 19:34:28,Unfollow,Jim Doyon
2022-12-03 20:46:06,Active,Claudia Lagunas
2022-11-30 23:16:38,Unfollow,Sona Rawat
2022-11-28 18:58:22,Unfollow,Constantine Kinoshenko
2022-11-28 18:52:53,Active,Maria Gotsch
2022-11-22 19:01:07,Active,DJ Seeterlin
2022-11-22 18:59:18,Active,Fran Duggan
2022-11-21 18:09:20,Active,Mike Butcher ✍️
2022-11-21 17:55:39,Active,Yaroslav Krempovych
2022-11-17 22:42:55,Active,Taylor Burton
2022-11-16 17:19:10,Active,Natasha Mascarenhas
2022-11-11 21:08:43,Active,Michelle Tran
2022-11-11 21:07:21,Active,Simon Taylor
2022-11-11 01:05:56,Active,David Haber
2022-11-10 22:41:07,Active,Lisa Dolan
2022-11-10 20:13:59,Active,Iran Karimian
2022-11-09 02:47:32,Active,"Ashraf Hebela, CFA"
2022-11-09 02:38:32,Active,Maria Salamanca
2022-11-09 01:54:03,Active,David Wexler
2022-11-09 00:08:22,Active,Andres Barreto
2022-11-08 23:41:12,Active,Cory Klippsten
2022-11-08 23:35:46,Active,Michael Vaughan
2022-11-08 23:17:30,Active,James Barrese
2022-11-08 23:13:29,Active,Randy Rivera
2022-11-08 21:52:23,Active,Sahil Lavingia
2022-11-07 23:31:40,Active,Anupam Rastogi
2022-11-07 23:31:37,Active,Lucas Vaz
2022-11-05 18:10:48,Active,Ashelë Woods
2022-11-05 17:37:35,Active,Denelle Dixon
2022-11-05 17:30:43,Active,Alex Holmes
2022-11-01 14:50:35,Active,Arthur Bedel 💳 ♻️
2022-10-26 21:27:18,Active,Carter Johnson
2022-10-26 20:14:19,Active,Chase Petrey
2022-10-25 20:58:42,Active,Karthik Puvvada
2022-10-25 20:13:58,Active,Colin Walsh
2022-10-22 23:45:25,Active,Ian Kar
2022-10-21 19:06:56,Active,Robert Blacklidge
2022-10-19 12:42:58,Active,Tope Alabi
2022-10-18 23:39:43,Active,Manan Mehta
2022-10-18 23:29:30,Active,Opeyemi Awoyemi
2022-10-18 19:26:24,Active,Paul Puey
2022-10-18 19:24:17,Active,Kirubha Perumalsamy
2022-10-18 03:59:30,Active,Andrew Adams
2022-10-18 03:58:35,Active,Annie Lamont
2022-10-18 03:16:23,Active,Oleg Rogynskyy
2022-10-17 23:59:32,Active,Brian Murray
2022-10-17 21:30:43,Active,Sayantan Chakraborty
2022-10-17 21:26:11,Active,Brad Brodigan
2022-10-16 18:00:31,Active,Victoria Zuo
2022-10-13 14:03:35,Active,Ham Serunjogi
2022-10-13 00:06:30,Unfollow,Faye Almeshaan
2022-10-12 19:16:05,Active,Jared Jones
2022-10-11 04:17:46,Active,Riley Rodgers
2022-10-11 04:13:13,Active,Martin Mignot
2022-10-05 21:28:24,Active,David Booth
2022-10-04 16:37:48,Active,Stephane Kasriel
2022-09-29 16:28:43,Active,Alex Gold
2022-09-29 02:17:22,Active,Patricia Kemp
2022-09-23 21:28:38,Active,Emmalyn Shaw
2022-09-23 21:28:17,Active,Sheel Mohnot
2022-09-23 21:25:34,Active,Charles Hudson
2022-09-23 21:23:06,Active,Dan Rosen
2022-09-23 21:22:03,Active,Scarlett Sieber
2022-09-16 02:33:25,Active,Sameer Nizamuddin
2022-08-31 20:06:42,Active,Kathy Bader Courtney
2022-08-19 15:26:20,Unfollow,Alisha Gill
2022-08-08 18:11:32,Active,Joe Robinson
2022-08-08 16:19:53,Active,Jesse Randall
2022-08-04 21:31:16,Active,Jeremy Allaire
2022-08-04 20:38:04,Active,Caribbean Telecoms Union
2022-08-04 20:23:00,Active,Prashant Singh
2022-08-04 20:12:08,Active,Martha Tate
2022-08-04 20:11:53,Active,Kaan Terzioglu
2022-08-04 19:23:46,Active,Aniqa Sandhu
2022-08-04 16:47:42,Active,Bhavin Turakhia
2022-08-04 16:36:34,Active,Raad Ahmed
2022-08-02 18:25:20,Active,Frederick Crosby
2022-07-27 20:17:05,Active,Mary Ann Azevedo
2022-07-21 17:01:00,Unfollow,David Ubeda
2022-07-19 17:47:23,Active,Bartek Ringwelski
2022-07-14 16:46:54,Active,Anne Dwane
2022-07-14 03:34:38,Active,Prasanna Lohar
2022-07-07 23:37:38,Active,Kyle Taylor
2022-06-22 19:18:06,Active,Dmitri Dolgov
2022-06-10 20:01:32,Active,Elaine Duff
2022-06-08 02:44:51,Active,Garry Tan
2022-05-26 20:36:44,Active,Jimmy Etheredge
2022-05-18 03:35:12,Active,Miles Schwartz
2022-04-12 14:43:30,Active,Linda Olson
2022-04-04 22:29:42,Active,Laura Gaviria Halaby
2022-03-26 19:40:03,Active,Zain Ali
2022-03-22 15:29:33,Active,Francesco Simoneschi
2022-03-08 16:22:03,Unfollow,Vitaliy Yanko
2022-03-03 20:17:59,Active,Igor Shoifot
2022-02-17 22:24:13,Active,Shawn Xu
2022-02-01 19:13:30,Active,Eduardo Saverin
2022-01-19 00:21:51,Active,Chris Britt
2021-12-16 19:13:05,Active,Jeff Erickson
2021-11-24 02:42:07,Unfollow,Jon Zanoff
2021-11-19 20:17:44,Active,Angela Strange
2021-11-19 00:09:05,Active,Matt Oppenheimer
2021-11-04 14:08:37,Active,Gaby Galindo Cajiga
2021-10-28 19:25:08,Unfollow,Nadeen Matthews Blair
2021-09-30 03:24:07,Active,Mikita Mikado
2021-09-29 23:10:53,Active,Ja'dan Johnson
2021-09-24 20:48:13,Active,Bill Barhydt
2021-09-24 19:39:05,Active,Jake Gibson
2021-09-17 16:18:47,Active,Nik Milanović
2021-09-17 00:13:54,Active,Justin Kan
2021-09-09 17:22:56,Active,Kiki Del Valle
2021-09-07 23:38:10,Active,Will Cathcart
2021-08-19 01:06:27,Active,David Cohen
2021-08-16 20:24:54,Active,Paul Judge
2021-08-16 20:14:41,Active,Raj Agrawal
2021-08-12 17:25:10,Active,Katelin Holloway
2021-08-05 20:47:18,Active,Jessica Alba
2021-08-01 23:33:41,Active,Kevin Adamek
2021-07-27 14:19:54,Active,Felice Gorordo
2021-07-14 19:26:08,Active,Alexander Taub
2021-07-14 19:23:26,Active,Kevin Laliberte
2021-06-24 00:58:04,Active,André Boaventura
2021-06-15 17:37:53,Active,Sabrina Tharani Libby
2021-06-12 14:39:46,Active,Patricia Hines
2021-05-03 23:21:26,Active,Taavet Hinrikus
2021-04-20 15:41:33,Active,Phil Libin
2021-04-11 22:05:58,Active,Marcelo Claure
2021-04-02 14:38:17,Active,Dan Schulman
2021-03-25 18:41:41,Active,Gustavo Cobeaga
2020-11-12 22:05:47,Unfollow,Anneta Vitushkina
2020-09-23 23:26:29,Active,Dave Anderson
2020-09-19 03:46:24,Unfollow,Zach Esparza
2020-09-12 19:53:32,Active,Chirag Patel
2020-09-09 04:26:40,Active,Michael Kent
2020-08-01 20:51:39,Active,Linas Beliūnas
2020-06-04 20:42:07,Unfollow,Mort Goldberg
2020-06-03 01:30:31,Active,Nicole Carroll
2020-03-04 19:42:03,Active,Nik Storonsky
2019-12-17 01:52:08,Active,Husayn Kassai
2019-11-04 17:36:27,Active,Frank Olea
2019-11-04 17:24:17,Active,Peter Kelly
2019-10-16 02:03:50,Active,Koen Marcel K Vanderhoydonk
2019-09-02 01:28:41,Active,Andrew Chen
2019-07-29 15:19:13,Active,Max Levchin
2019-05-07 16:34:58,Unfollow,Vipul SHAH
2019-04-29 23:34:15,Active,Juliano Seabra
2019-04-11 18:46:55,Unfollow,"Amy Chan (kiosk,digital signage,mini pc)"
2019-04-04 22:53:07,Active,Mark Cuban
2019-02-15 05:05:27,Active,Anthony Yearwood
2019-02-06 01:55:43,Active,Joy Randels
2019-02-05 23:28:52,Active,Steve Case
2019-02-01 00:12:44,Unfollow,Miguel Cruz
2019-01-13 18:12:49,Active,Scott Killoh
2019-01-05 19:00:28,Active,Stephen Price
2018-12-15 17:26:54,Active,"Robyn D. Shulman, M.Ed."
2018-12-15 17:23:33,Active,Jeremy Gardner
2018-11-15 03:12:10,Active,Erkan ..
2018-08-04 06:54:51,Active,Tyler Botts
2018-07-27 05:13:49,Active,Richard Branson
2018-06-13 03:10:45,Unfollow,Hardik Patel
2018-05-22 04:00:11,Active,Ann Cairns
2018-04-04 01:35:42,Active,Raj M Shimpi
2018-04-03 23:39:47,Active,Evan Wilsnack
2018-03-21 00:00:00,Active,Marvin Liao
2018-01-26 06:26:57,Active,Brad Garlinghouse
2017-12-22 00:00:00,Active,Peter Rampling
2017-12-20 00:00:00,Active,Amrik Sandhu
2017-12-13 18:31:35,Active,Sylvia Louisy
2017-11-22 04:25:52,Active,Brandon Mintz
2017-10-10 00:00:00,Active,Bill Gates
2017-10-10 00:00:00,Active,Guy Kawasaki
2017-10-10 00:00:00,Active,Arianna Huffington
2017-10-06 00:00:00,Active,Jeff Weiner
2017-10-02 03:29:27,Active,Chris Severson
2017-08-28 00:48:58,Unfollow,Philip  BESIIMIRE
2017-06-28 00:00:00,Active,Jason Schenker
2017-06-03 00:00:00,Active,Duena Blomstrom
2017-04-10 00:00:00,Active,David Chang
2017-03-17 00:00:00,Active,Karen Webster
2016-07-11 00:00:00,Active,Mason Sexton
2014-11-22 00:00:00,Active,Noelle Knox
2014-03-29 00:00:00,Active,Rebecca Rouse
2013-02-25 00:00:00,Active,Tom Meredith
2012-12-20 00:00:00,Active,Irina Wulf
2012-03-27 00:00:00,Active,Anatoly Artukhov
